festival_date,dong_name,total_visitors_daily,local_visitors_daily,foreign_visitors_daily,is_festival_active,festival_name,sigungu_name,day_of_week,festival_type,has_celebrity_performance,festival_duration,weather_station_id,min_temperature,max_temperature,rain_duration_active_hours,total_rainfall_active_hours,is_public_holiday,year,month,day,is_weekend,is_final_holiday,daily_festival_attendance_y
2022-12-01,화천읍,10612,8141,2471,0,없음,데이터없음,3,없음,0,0,101,-10.2,-0.5,0.0,0.0,0,2022,12,1,0,0,0
2022-12-02,화천읍,10426,8036,2390,0,없음,데이터없음,4,없음,0,0,101,-10.3,2.0,0.0,0.0,0,2022,12,2,0,0,0
2022-12-03,화천읍,9698,6755,2944,0,없음,데이터없음,5,없음,0,0,101,-5.6,5.0,2.0,1.0,0,2022,12,3,1,1,0
2022-12-04,화천읍,8726,6136,2590,0,없음,데이터없음,6,없음,0,0,101,-4.5,1.3,0.0,0.0,0,2022,12,4,1,1,0
2022-12-05,화천읍,10171,7962,2208,0,없음,데이터없음,0,없음,0,0,101,-8.2,3.4,0.0,0.0,0,2022,12,5,0,0,0
2022-12-06,화천읍,10654,7707,2947,0,없음,데이터없음,1,없음,0,0,101,-8.3,4.0,0.0,0.0,0,2022,12,6,0,0,0
2022-12-07,화천읍,11610,8372,3238,0,없음,데이터없음,2,없음,0,0,101,-4.0,8.5,0.0,0.0,0,2022,12,7,0,0,0
2022-12-08,화천읍,11126,8306,2821,0,없음,데이터없음,3,없음,0,0,101,-5.1,9.1,0.0,0.0,0,2022,12,8,0,0,0
2022-12-09,화천읍,10983,8082,2902,0,없음,데이터없음,4,없음,0,0,101,-4.5,7.2,0.0,0.0,0,2022,12,9,0,0,0
2022-12-10,화천읍,10314,6842,3472,0,없음,데이터없음,5,없음,0,0,101,-4.5,5.6,0.0,0.0,0,2022,12,10,1,1,0
2022-12-11,화천읍,9944,6328,3616,0,없음,데이터없음,6,없음,0,0,101,-6.4,8.3,0.0,0.0,0,2022,12,11,1,1,0
2022-12-12,화천읍,10776,8120,2656,0,없음,데이터없음,0,없음,0,0,101,-5.7,5.9,1.0,1.7,0,2022,12,12,0,0,0
2022-12-13,화천읍,10528,7910,2618,0,없음,데이터없음,1,없음,0,0,101,-4.3,2.9,1.0,0.1,0,2022,12,13,0,0,0
2022-12-14,화천읍,9856,7536,2320,0,없음,데이터없음,2,없음,0,0,101,-11.0,-4.6,0.0,0.0,0,2022,12,14,0,0,0
2022-12-15,화천읍,9352,7262,2090,0,없음,데이터없음,3,없음,0,0,101,-10.7,-4.1,5.0,3.6,0,2022,12,15,0,0,0
2022-12-16,화천읍,10706,8043,2664,0,없음,데이터없음,4,없음,0,0,101,-10.9,-2.7,0.0,0.0,0,2022,12,16,0,0,0
2022-12-17,화천읍,9982,6920,3062,0,없음,데이터없음,5,없음,0,0,101,-13.4,-3.3,0.0,0.0,0,2022,12,17,1,1,0
2022-12-18,화천읍,9146,6503,2642,0,없음,데이터없음,6,없음,0,0,101,-16.3,-5.1,0.0,0.0,0,2022,12,18,1,1,0
2022-12-19,화천읍,10944,8320,2625,0,없음,데이터없음,0,없음,0,0,101,-16.3,-1.3,0.0,0.0,0,2022,12,19,0,0,0
2022-12-20,화천읍,12464,9034,3430,0,없음,데이터없음,1,없음,0,0,101,-13.7,-0.1,0.0,0.0,0,2022,12,20,0,0,0
2022-12-21,화천읍,9723,7497,2226,0,없음,데이터없음,2,없음,0,0,101,-4.5,0.1,3.0,3.7,0,2022,12,21,0,0,0
2022-12-22,화천읍,11778,8740,3038,0,없음,데이터없음,3,없음,0,0,101,-10.6,-1.1,0.0,0.0,0,2022,12,22,0,0,0
2022-12-23,화천읍,12460,9107,3353,0,없음,데이터없음,4,없음,0,0,101,-14.6,-8.6,0.0,0.0,0,2022,12,23,0,0,0
2022-12-24,화천읍,13262,8270,4991,0,없음,데이터없음,5,없음,0,0,101,-17.1,-3.5,0.0,0.0,0,2022,12,24,1,1,0
2022-12-25,화천읍,10724,7042,3682,0,없음,데이터없음,6,없음,0,0,101,-14.6,-1.5,0.0,0.0,0,2022,12,25,1,1,0
2022-12-26,화천읍,12159,8774,3384,0,없음,데이터없음,0,없음,0,0,101,-13.1,-1.5,0.0,0.0,0,2022,12,26,0,0,0
2022-12-27,화천읍,13433,9317,4116,0,없음,데이터없음,1,없음,0,0,101,-11.5,-0.5,0.0,0.0,0,2022,12,27,0,0,0
2022-12-28,화천읍,12768,9184,3584,0,없음,데이터없음,2,없음,0,0,101,-11.2,1.0,0.0,0.0,0,2022,12,28,0,0,0
2022-12-29,화천읍,12376,8890,3486,0,없음,데이터없음,3,없음,0,0,101,-14.0,1.7,0.0,0.0,0,2022,12,29,0,0,0
2022-12-30,화천읍,12607,9076,3532,0,없음,데이터없음,4,없음,0,0,101,-8.5,2.9,0.0,0.0,0,2022,12,30,0,0,0
2022-12-31,화천읍,12390,7623,4767,0,없음,데이터없음,5,없음,0,0,101,-11.9,0.2,0.0,0.0,0,2022,12,31,1,1,0
2023-01-01,대관령면,44762,5806,38955,0,없음,데이터없음,6,없음,0,0,100,-6.9,-0.2,0.0,0.0,1,2023,1,1,1,1,0
2023-01-01,동송읍,17906,9695,8211,0,없음,데이터없음,6,없음,0,0,95,-9.8,1.8,0.0,0.0,1,2023,1,1,1,1,0
2023-01-01,문곡소도동,12050,4753,7298,0,없음,데이터없음,6,없음,0,0,216,-4.6,1.6,0.0,0.0,1,2023,1,1,1,1,0
2023-01-01,성내동,5988,4046,1942,0,없음,데이터없음,6,없음,0,0,106,2.4,9.8,0.0,0.0,1,2023,1,1,1,1,0
2023-01-01,홍천읍,33828,21388,12439,0,없음,데이터없음,6,없음,0,0,212,-7.3,4.4,0.0,0.0,1,2023,1,1,1,1,0
2023-01-01,화천읍,10969,7084,3885,0,없음,데이터없음,6,없음,0,0,101,-7.9,5.8,0.0,0.0,1,2023,1,1,1,1,0
2023-01-01,황지동,13668,8718,4949,0,없음,데이터없음,6,없음,0,0,216,-4.6,1.6,0.0,0.0,1,2023,1,1,1,1,0
2023-01-02,대관령면,23026,6380,16646,0,없음,데이터없음,0,없음,0,0,100,-13.5,-1.5,0.0,0.0,0,2023,1,2,0,0,0
2023-01-02,동송읍,14612,10224,4389,0,없음,데이터없음,0,없음,0,0,95,-15.3,-2.7,0.0,0.0,0,2023,1,2,0,0,0
2023-01-02,문곡소도동,5758,4112,1645,0,없음,데이터없음,0,없음,0,0,216,-10.3,0.1,0.0,0.0,0,2023,1,2,0,0,0
2023-01-02,성내동,6198,4994,1204,0,없음,데이터없음,0,없음,0,0,106,-1.3,5.0,0.0,0.0,0,2023,1,2,0,0,0
2023-01-02,홍천읍,32288,25851,6436,0,없음,데이터없음,0,없음,0,0,212,-12.3,0.2,0.0,0.0,0,2023,1,2,0,0,0
2023-01-02,화천읍,12404,9202,3202,0,없음,데이터없음,0,없음,0,0,101,-12.8,1.5,0.0,0.0,0,2023,1,2,0,0,0
2023-01-02,황지동,15603,12554,3048,0,없음,데이터없음,0,없음,0,0,216,-10.3,0.1,0.0,0.0,0,2023,1,2,0,0,0
2023-01-03,대관령면,21052,6328,14724,0,없음,데이터없음,1,없음,0,0,100,-14.1,-1.8,0.0,0.0,0,2023,1,3,0,0,0
2023-01-03,동송읍,13790,10518,3272,0,없음,데이터없음,1,없음,0,0,95,-17.6,-1.8,0.0,0.0,0,2023,1,3,0,0,0
2023-01-03,문곡소도동,6366,4560,1806,0,없음,데이터없음,1,없음,0,0,216,-8.6,-0.3,0.0,0.0,0,2023,1,3,0,0,0
2023-01-03,성내동,6244,5156,1088,0,없음,데이터없음,1,없음,0,0,106,-1.3,6.7,0.0,0.0,0,2023,1,3,0,0,0
2023-01-03,홍천읍,33285,26554,6730,0,없음,데이터없음,1,없음,0,0,212,-14.7,0.1,0.0,0.0,0,2023,1,3,0,0,0
2023-01-03,화천읍,12859,9384,3476,0,없음,데이터없음,1,없음,0,0,101,-14.2,1.7,0.0,0.0,0,2023,1,3,0,0,0
2023-01-03,황지동,15666,12852,2814,0,없음,데이터없음,1,없음,0,0,216,-8.6,-0.3,0.0,0.0,0,2023,1,3,0,0,0
2023-01-04,대관령면,20948,6580,14368,0,없음,데이터없음,2,없음,0,0,100,-11.9,-1.9,0.0,0.0,0,2023,1,4,0,0,0
2023-01-04,동송읍,14735,10899,3836,0,없음,데이터없음,2,없음,0,0,95,-17.3,0.5,0.0,0.0,0,2023,1,4,0,0,0
2023-01-04,문곡소도동,5604,4064,1540,0,없음,데이터없음,2,없음,0,0,216,-8.7,-1.0,0.0,0.0,0,2023,1,4,0,0,0
2023-01-04,성내동,6195,5036,1158,0,없음,데이터없음,2,없음,0,0,106,-1.0,7.1,0.0,0.0,0,2023,1,4,0,0,0
2023-01-04,홍천읍,33702,26358,7343,0,없음,데이터없음,2,없음,0,0,212,-14.3,2.2,0.0,0.0,0,2023,1,4,0,0,0
2023-01-04,화천읍,12425,9012,3412,0,없음,데이터없음,2,없음,0,0,101,-13.3,3.1,0.0,0.0,0,2023,1,4,0,0,0
2023-01-04,황지동,15544,12691,2852,0,없음,데이터없음,2,없음,0,0,216,-8.7,-1.0,0.0,0.0,0,2023,1,4,0,0,0
2023-01-05,대관령면,22260,6542,15718,0,없음,데이터없음,3,없음,0,0,100,-11.3,0.1,0.0,0.0,0,2023,1,5,0,0,0
2023-01-05,동송읍,14581,10748,3832,0,없음,데이터없음,3,없음,0,0,95,-15.5,2.4,0.0,0.0,0,2023,1,5,0,0,0
2023-01-05,문곡소도동,6237,4106,2132,0,없음,데이터없음,3,없음,0,0,216,-9.6,1.3,0.0,0.0,0,2023,1,5,0,0,0
2023-01-05,성내동,6226,5002,1225,0,없음,데이터없음,3,없음,0,0,106,1.3,8.4,0.0,0.0,0,2023,1,5,0,0,0
2023-01-05,홍천읍,33534,26338,7196,0,없음,데이터없음,3,없음,0,0,212,-12.7,3.5,0.0,0.0,0,2023,1,5,0,0,0
2023-01-05,화천읍,12484,8942,3542,0,없음,데이터없음,3,없음,0,0,101,-12.2,4.6,0.0,0.0,0,2023,1,5,0,0,0
2023-01-05,황지동,15992,12656,3336,0,없음,데이터없음,3,없음,0,0,216,-9.6,1.3,0.0,0.0,0,2023,1,5,0,0,0
2023-01-06,대관령면,27702,6503,21200,0,없음,데이터없음,4,없음,0,0,100,-10.4,2.5,0.0,0.0,0,2023,1,6,0,0,0
2023-01-06,동송읍,14500,10430,4070,0,없음,데이터없음,4,없음,0,0,95,-11.7,3.0,0.0,0.0,0,2023,1,6,0,0,0
2023-01-06,문곡소도동,6332,4305,2026,0,없음,데이터없음,4,없음,0,0,216,-9.1,4.1,0.0,0.0,0,2023,1,6,0,0,0
2023-01-06,성내동,6408,5134,1274,0,없음,데이터없음,4,없음,0,0,106,0.3,9.7,0.0,0.0,0,2023,1,6,0,0,0
2023-01-06,홍천읍,36932,27506,9426,0,없음,데이터없음,4,없음,0,0,212,-10.8,4.2,0.0,0.0,0,2023,1,6,0,0,0
2023-01-06,화천읍,14126,9254,4872,0,없음,데이터없음,4,없음,0,0,101,-10.9,4.3,0.0,0.0,0,2023,1,6,0,0,0
2023-01-06,황지동,16261,13044,3216,0,없음,데이터없음,4,없음,0,0,216,-9.1,4.1,0.0,0.0,0,2023,1,6,0,0,0
2023-01-07,대관령면,38206,5747,32459,0,없음,데이터없음,5,없음,0,0,100,-7.4,-1.3,0.0,0.0,0,2023,1,7,1,1,0
2023-01-07,동송읍,16632,9566,7066,0,없음,데이터없음,5,없음,0,0,95,-9.6,1.0,0.0,0.0,0,2023,1,7,1,1,0
2023-01-07,문곡소도동,12204,4078,8127,0,없음,데이터없음,5,없음,0,0,216,-5.1,0.0,0.0,0.0,0,2023,1,7,1,1,0
2023-01-07,성내동,5901,4424,1477,0,없음,데이터없음,5,없음,0,0,106,3.4,8.2,0.0,0.0,0,2023,1,7,1,1,0
2023-01-07,홍천읍,33016,22186,10829,0,없음,데이터없음,5,없음,0,0,212,-3.4,2.4,2.0,0.2,0,2023,1,7,1,1,0
2023-01-07,화천읍,28900,8827,20072,1,제19회 산천어축제,화천군,5,문화예술,0,23,101,-2.6,3.4,0.0,0.0,0,2023,1,7,1,1,91184
2023-01-07,황지동,14560,10143,4417,0,없음,데이터없음,5,없음,0,0,216,-5.1,0.0,0.0,0.0,0,2023,1,7,1,1,0
2023-01-08,대관령면,42592,5834,36757,0,없음,데이터없음,6,없음,0,0,100,-9.4,2.0,0.0,0.0,0,2023,1,8,1,1,0
2023-01-08,동송읍,19106,9572,9534,0,없음,데이터없음,6,없음,0,0,95,-11.8,1.4,0.0,0.0,0,2023,1,8,1,1,0
2023-01-08,문곡소도동,16040,4221,11820,0,없음,데이터없음,6,없음,0,0,216,-9.6,4.8,0.0,0.0,0,2023,1,8,1,1,0
2023-01-08,성내동,5898,4424,1474,0,없음,데이터없음,6,없음,0,0,106,0.3,10.1,0.0,0.0,0,2023,1,8,1,1,0
2023-01-08,홍천읍,31762,21710,10052,0,없음,데이터없음,6,없음,0,0,212,-5.3,2.6,0.0,0.0,0,2023,1,8,1,1,0
2023-01-08,화천읍,27934,8242,19691,1,제19회 산천어축제,화천군,6,문화예술,0,23,101,-4.6,2.1,0.0,0.0,0,2023,1,8,1,1,89453
2023-01-08,황지동,13304,8932,4372,0,없음,데이터없음,6,없음,0,0,216,-9.6,4.8,0.0,0.0,0,2023,1,8,1,1,0
2023-01-09,대관령면,27044,6594,20450,0,없음,데이터없음,0,없음,0,0,100,-6.2,4.9,0.0,0.0,0,2023,1,9,0,0,0
2023-01-09,동송읍,14242,10423,3818,0,없음,데이터없음,0,없음,0,0,95,-7.3,4.7,0.0,0.0,0,2023,1,9,0,0,0
2023-01-09,문곡소도동,6062,4277,1785,0,없음,데이터없음,0,없음,0,0,216,-3.3,4.9,0.0,0.0,0,2023,1,9,0,0,0
2023-01-09,성내동,5806,4742,1064,0,없음,데이터없음,0,없음,0,0,106,4.5,12.2,0.0,0.0,0,2023,1,9,0,0,0
2023-01-09,홍천읍,34114,26548,7567,0,없음,데이터없음,0,없음,0,0,212,-3.4,7.7,0.0,0.0,0,2023,1,9,0,0,0
2023-01-09,화천읍,19862,9737,10126,1,제19회 산천어축제,화천군,0,문화예술,0,23,101,-3.1,8.8,0.0,0.0,0,2023,1,9,0,0,46001
2023-01-09,황지동,15596,12467,3129,0,없음,데이터없음,0,없음,0,0,216,-3.3,4.9,0.0,0.0,0,2023,1,9,0,0,0
2023-01-10,대관령면,25546,6692,18854,0,없음,데이터없음,1,없음,0,0,100,-11.6,5.1,0.0,0.0,0,2023,1,10,0,0,0
2023-01-10,동송읍,15106,10710,4396,0,없음,데이터없음,1,없음,0,0,95,-12.4,5.0,0.0,0.0,0,2023,1,10,0,0,0
2023-01-10,문곡소도동,6842,4487,2356,0,없음,데이터없음,1,없음,0,0,216,-7.0,7.2,0.0,0.0,0,2023,1,10,0,0,0
2023-01-10,성내동,6202,5044,1158,0,없음,데이터없음,1,없음,0,0,106,1.6,9.3,0.0,0.0,0,2023,1,10,0,0,0
2023-01-10,홍천읍,34265,26484,7780,0,없음,데이터없음,1,없음,0,0,212,-8.0,7.2,0.0,0.0,0,2023,1,10,0,0,0
2023-01-10,화천읍,19698,9506,10192,1,제19회 산천어축제,화천군,1,문화예술,0,23,101,-7.3,7.1,0.0,0.0,0,2023,1,10,0,0,46301
2023-01-10,황지동,16079,12677,3402,0,없음,데이터없음,1,없음,0,0,216,-7.0,7.2,0.0,0.0,0,2023,1,10,0,0,0
2023-01-11,대관령면,24350,6664,17686,0,없음,데이터없음,2,없음,0,0,100,-3.2,6.9,0.0,0.0,0,2023,1,11,0,0,0
2023-01-11,동송읍,16236,10588,5649,0,없음,데이터없음,2,없음,0,0,95,-11.6,6.2,0.0,0.0,0,2023,1,11,0,0,0
2023-01-11,문곡소도동,7032,4452,2580,0,없음,데이터없음,2,없음,0,0,216,-2.5,8.6,0.0,0.0,0,2023,1,11,0,0,0
2023-01-11,성내동,6048,4886,1162,0,없음,데이터없음,2,없음,0,0,106,3.8,14.2,0.0,0.0,0,2023,1,11,0,0,0
2023-01-11,홍천읍,36172,27850,8323,0,없음,데이터없음,2,없음,0,0,212,-7.6,7.6,0.0,0.0,0,2023,1,11,0,0,0
2023-01-11,화천읍,19870,9530,10339,1,제19회 산천어축제,화천군,2,문화예술,0,23,101,-6.7,6.9,0.0,0.0,0,2023,1,11,0,0,46969
2023-01-11,황지동,16124,12618,3507,0,없음,데이터없음,2,없음,0,0,216,-2.5,8.6,0.0,0.0,0,2023,1,11,0,0,0
2023-01-12,대관령면,25092,6692,18400,0,없음,데이터없음,3,없음,0,0,100,-3.3,11.0,0.0,0.0,0,2023,1,12,0,0,0
2023-01-12,동송읍,16037,10479,5558,0,없음,데이터없음,3,없음,0,0,95,-8.6,9.0,0.0,0.0,0,2023,1,12,0,0,0
2023-01-12,문곡소도동,6990,4532,2457,0,없음,데이터없음,3,없음,0,0,216,-3.2,12.6,0.0,0.0,0,2023,1,12,0,0,0
2023-01-12,성내동,6724,5394,1330,0,없음,데이터없음,3,없음,0,0,106,6.0,17.3,0.0,0.0,0,2023,1,12,0,0,0
2023-01-12,홍천읍,35252,26985,8267,0,없음,데이터없음,3,없음,0,0,212,-6.2,9.8,0.0,0.0,0,2023,1,12,0,0,0
2023-01-12,화천읍,20237,9510,10728,1,제19회 산천어축제,화천군,3,문화예술,0,23,101,-5.8,9.0,0.0,0.0,0,2023,1,12,0,0,48736
2023-01-12,황지동,15792,12306,3486,0,없음,데이터없음,3,없음,0,0,216,-3.2,12.6,0.0,0.0,0,2023,1,12,0,0,0
2023-01-13,대관령면,25980,6374,19607,0,없음,데이터없음,4,없음,0,0,100,-3.7,8.6,5.0,12.4,0,2023,1,13,0,0,0
2023-01-13,동송읍,14032,10185,3846,0,없음,데이터없음,4,없음,0,0,95,-2.7,5.0,5.0,15.0,0,2023,1,13,0,0,0
2023-01-13,문곡소도동,5656,4000,1656,0,없음,데이터없음,4,없음,0,0,216,-1.8,11.3,4.0,6.6000000000000005,0,2023,1,13,0,0,0
2023-01-13,성내동,6209,4977,1232,0,없음,데이터없음,4,없음,0,0,106,7.9,12.6,3.0,4.9,0,2023,1,13,0,0,0
2023-01-13,홍천읍,35766,26096,9670,1,제12회 홍천강 꽁꽁축제,홍천군,4,전통역사,0,12,212,-0.5,4.2,5.0,23.700000000000003,0,2023,1,13,0,0,8630
2023-01-13,화천읍,16716,9940,6776,1,제19회 산천어축제,화천군,4,문화예술,0,23,101,-0.8,4.0,5.0,19.8,0,2023,1,13,0,0,30782
2023-01-13,황지동,14760,11704,3056,0,없음,데이터없음,4,없음,0,0,216,-1.8,11.3,4.0,6.6000000000000005,0,2023,1,13,0,0,0
2023-01-14,대관령면,41080,5551,35528,0,없음,데이터없음,5,없음,0,0,100,-2.3,5.4,5.0,6.7,0,2023,1,14,1,1,0
2023-01-14,동송읍,17000,9594,7406,1,제13회 철원 한탄강 얼음트레킹 축제,철원군,5,생태자연,0,11,95,0.6,4.9,3.0,0.8,0,2023,1,14,1,1,4162
2023-01-14,문곡소도동,11126,3840,7287,0,없음,데이터없음,5,없음,0,0,216,-1.5,5.4,3.0,2.6,0,2023,1,14,1,1,0
2023-01-14,성내동,5736,4410,1326,0,없음,데이터없음,5,없음,0,0,106,2.4,8.7,5.0,23.7,0,2023,1,14,1,1,0
2023-01-14,홍천읍,36400,23306,13094,1,제12회 홍천강 꽁꽁축제,홍천군,5,전통역사,0,12,212,1.6,6.2,3.0,1.1,0,2023,1,14,1,1,11685
2023-01-14,화천읍,24528,9191,15337,1,제19회 산천어축제,화천군,5,문화예술,0,23,101,1.9,6.6,4.0,1.4,0,2023,1,14,1,1,69674
2023-01-14,황지동,13902,9520,4382,0,없음,데이터없음,5,없음,0,0,216,-1.5,5.4,3.0,2.6,0,2023,1,14,1,1,0
2023-01-15,대관령면,44751,5537,39214,0,없음,데이터없음,6,없음,0,0,100,-4.2,-2.0,5.0,4.0,0,2023,1,15,1,1,0
2023-01-15,동송읍,17182,9142,8040,1,제13회 철원 한탄강 얼음트레킹 축제,철원군,6,생태자연,0,11,95,-3.8,0.7,4.0,1.4,0,2023,1,15,1,1,4518
2023-01-15,문곡소도동,13044,3759,9286,0,없음,데이터없음,6,없음,0,0,216,-3.4,-1.4,3.0,6.1,0,2023,1,15,1,1,0
2023-01-15,성내동,5152,4008,1144,0,없음,데이터없음,6,없음,0,0,106,1.7,3.3,4.0,10.5,0,2023,1,15,1,1,0
2023-01-15,홍천읍,29421,20520,8900,1,제12회 홍천강 꽁꽁축제,홍천군,6,전통역사,0,12,212,-1.1,1.6,3.0,9.7,0,2023,1,15,1,1,7942
2023-01-15,화천읍,20640,8358,12282,1,제19회 산천어축제,화천군,6,문화예술,0,23,101,-0.2,1.9,5.0,10.3,0,2023,1,15,1,1,55795
2023-01-15,황지동,11868,8232,3636,0,없음,데이터없음,6,없음,0,0,216,-3.4,-1.4,3.0,6.1,0,2023,1,15,1,1,0
2023-01-16,대관령면,31972,6570,25403,0,없음,데이터없음,0,없음,0,0,100,-13.4,-4.5,0.0,0.0,0,2023,1,16,0,0,0
2023-01-16,동송읍,14570,10374,4196,1,제13회 철원 한탄강 얼음트레킹 축제,철원군,0,생태자연,0,11,95,-10.1,-3.8,0.0,0.0,0,2023,1,16,0,0,2358
2023-01-16,문곡소도동,6587,4140,2446,0,없음,데이터없음,0,없음,0,0,216,-11.9,-2.6,0.0,0.0,0,2023,1,16,0,0,0
2023-01-16,성내동,6069,4890,1180,0,없음,데이터없음,0,없음,0,0,106,-1.6,4.1,0.0,0.0,0,2023,1,16,0,0,0
2023-01-16,홍천읍,34800,26607,8194,1,제12회 홍천강 꽁꽁축제,홍천군,0,전통역사,0,12,212,-7.7,-1.3,0.0,0.0,0,2023,1,16,0,0,7312
2023-01-16,화천읍,19425,10672,8754,1,제19회 산천어축제,화천군,0,문화예술,0,23,101,-7.4,-0.4,0.0,0.0,0,2023,1,16,0,0,39768
2023-01-16,황지동,15071,11806,3266,0,없음,데이터없음,0,없음,0,0,216,-11.9,-2.6,0.0,0.0,0,2023,1,16,0,0,0
2023-01-17,대관령면,29309,6660,22648,0,없음,데이터없음,1,없음,0,0,100,-16.1,-4.4,0.0,0.0,0,2023,1,17,0,0,0
2023-01-17,동송읍,14644,10552,4092,1,제13회 철원 한탄강 얼음트레킹 축제,철원군,1,생태자연,0,11,95,-11.7,-3.6,0.0,0.0,0,2023,1,17,0,0,2299
2023-01-17,문곡소도동,7497,4218,3280,0,없음,데이터없음,1,없음,0,0,216,-13.1,-2.9,0.0,0.0,0,2023,1,17,0,0,0
2023-01-17,성내동,6604,5271,1334,0,없음,데이터없음,1,없음,0,0,106,-3.1,3.1,0.0,0.0,0,2023,1,17,0,0,0
2023-01-17,홍천읍,35178,26618,8561,1,제12회 홍천강 꽁꽁축제,홍천군,1,전통역사,0,12,212,-8.6,-2.5,1.0,0.1,0,2023,1,17,0,0,7640
2023-01-17,화천읍,19607,10654,8953,1,제19회 산천어축제,화천군,1,문화예술,0,23,101,-8.1,-2.2,0.0,0.0,0,2023,1,17,0,0,40672
2023-01-17,황지동,15144,11686,3458,0,없음,데이터없음,1,없음,0,0,216,-13.1,-2.9,0.0,0.0,0,2023,1,17,0,0,0
2023-01-18,대관령면,27248,6668,20580,0,없음,데이터없음,2,없음,0,0,100,-10.9,-2.8,0.0,0.0,0,2023,1,18,0,0,0
2023-01-18,동송읍,15750,10780,4970,1,제13회 철원 한탄강 얼음트레킹 축제,철원군,2,생태자연,0,11,95,-10.3,-0.5,0.0,0.0,0,2023,1,18,0,0,2793
2023-01-18,문곡소도동,7018,4392,2625,0,없음,데이터없음,2,없음,0,0,216,-8.9,-0.6,0.0,0.0,0,2023,1,18,0,0,0
2023-01-18,성내동,6920,5506,1414,0,없음,데이터없음,2,없음,0,0,106,-1.0,4.0,0.0,0.0,0,2023,1,18,0,0,0
2023-01-18,홍천읍,36116,27422,8694,1,제12회 홍천강 꽁꽁축제,홍천군,2,전통역사,0,12,212,-7.4,0.7,0.0,0.0,0,2023,1,18,0,0,7759
2023-01-18,화천읍,19428,10703,8726,1,제19회 산천어축제,화천군,2,문화예술,0,23,101,-7.6,1.8,0.0,0.0,0,2023,1,18,0,0,39641
2023-01-18,황지동,15782,12138,3644,0,없음,데이터없음,2,없음,0,0,216,-8.9,-0.6,0.0,0.0,0,2023,1,18,0,0,0
2023-01-19,대관령면,26198,6804,19394,0,없음,데이터없음,3,없음,0,0,100,-13.7,-3.0,0.0,0.0,0,2023,1,19,0,0,0
2023-01-19,동송읍,15306,10843,4462,1,제13회 철원 한탄강 얼음트레킹 축제,철원군,3,생태자연,0,11,95,-11.5,1.5,1.0,0.2,0,2023,1,19,0,0,2507
2023-01-19,문곡소도동,6276,4372,1904,0,없음,데이터없음,3,없음,0,0,216,-11.5,-1.1,0.0,0.0,0,2023,1,19,0,0,0
2023-01-19,성내동,6668,5148,1519,0,없음,데이터없음,3,없음,0,0,106,-2.1,6.4,0.0,0.0,0,2023,1,19,0,0,0
2023-01-19,홍천읍,36228,27475,8754,1,제12회 홍천강 꽁꽁축제,홍천군,3,전통역사,0,12,212,-11.8,2.0,0.0,0.0,0,2023,1,19,0,0,7812
2023-01-19,화천읍,18718,10266,8452,1,제19회 산천어축제,화천군,3,문화예술,0,23,101,-9.7,0.1,1.0,0.1,0,2023,1,19,0,0,38396
2023-01-19,황지동,16037,12544,3493,0,없음,데이터없음,3,없음,0,0,216,-11.5,-1.1,0.0,0.0,0,2023,1,19,0,0,0
2023-01-20,대관령면,28444,6772,21672,1,제30회 대관령눈꽃축제,평창군,4,생태자연,0,10,100,-13.6,-2.3,0.0,0.0,0,2023,1,20,0,0,4649
2023-01-20,동송읍,16534,11235,5299,1,제13회 철원 한탄강 얼음트레킹 축제,철원군,4,생태자연,0,11,95,-14.8,1.4,0.0,0.0,0,2023,1,20,0,0,2978
2023-01-20,문곡소도동,6688,4410,2278,0,없음,데이터없음,4,없음,0,0,216,-11.7,-1.8,0.0,0.0,0,2023,1,20,0,0,0
2023-01-20,성내동,7567,5285,2282,0,없음,데이터없음,4,없음,0,0,106,-1.6,5.6,0.0,0.0,0,2023,1,20,0,0,0
2023-01-20,홍천읍,39361,27430,11932,1,제12회 홍천강 꽁꽁축제,홍천군,4,전통역사,0,12,212,-10.4,1.5,0.0,0.0,0,2023,1,20,0,0,10648
2023-01-20,화천읍,18218,10188,8029,1,제19회 산천어축제,화천군,4,문화예술,0,23,101,-11.8,1.2,0.0,0.0,0,2023,1,20,0,0,36475
2023-01-20,황지동,17843,12971,4872,0,없음,데이터없음,4,없음,0,0,216,-11.7,-1.8,0.0,0.0,0,2023,1,20,0,0,0
2023-01-21,대관령면,39424,5492,33932,1,제30회 대관령눈꽃축제,평창군,5,생태자연,0,10,100,-17.0,-5.1,0.0,0.0,1,2023,1,21,1,1,7280
2023-01-21,동송읍,23695,9590,14105,1,제13회 철원 한탄강 얼음트레킹 축제,철원군,5,생태자연,0,11,95,-19.2,-1.7,0.0,0.0,1,2023,1,21,1,1,7926
2023-01-21,문곡소도동,9510,4302,5208,0,없음,데이터없음,5,없음,0,0,216,-16.8,-2.5,0.0,0.0,1,2023,1,21,1,1,0
2023-01-21,성내동,9079,4256,4823,0,없음,데이터없음,5,없음,0,0,106,-5.0,4.0,0.0,0.0,1,2023,1,21,1,1,0
2023-01-21,홍천읍,45178,21462,23716,1,제12회 홍천강 꽁꽁축제,홍천군,5,전통역사,0,12,212,-15.3,-1.3,0.0,0.0,1,2023,1,21,1,1,21164
2023-01-21,화천읍,24090,8746,15344,1,제19회 산천어축제,화천군,5,문화예술,0,23,101,-15.2,-0.8,0.0,0.0,1,2023,1,21,1,1,69706
