datetime,hour,STN,TA,RN,SD_TOT
2023-08-10,23,221,20.1,0.4,
2023-08-11,0,221,20.1,1.0,
2023-08-11,1,221,20.2,1.4,
2023-08-11,2,221,20.6,0.8,
2023-08-11,3,221,20.4,0.6,
2023-08-11,4,221,20.8,0.7,
2023-08-11,5,221,21.4,0.2,
2023-08-11,6,221,21.8,0.0,
2023-08-11,7,221,21.9,0.0,
2023-08-11,8,221,22.4,0.2,
2023-08-11,9,221,22.8,0.0,
2023-08-11,10,221,23.6,0.0,
2023-08-11,11,221,24.8,0.0,
2023-08-11,12,221,26.7,0.0,
2023-08-11,13,221,27.2,0.0,
2023-08-11,14,221,28.7,0.0,
2023-08-11,15,221,28.6,0.0,
2023-08-11,16,221,23.3,0.6,
2023-08-11,17,221,25.3,1.3,
2023-08-11,18,221,22.4,13.6,
2023-08-11,19,221,22.2,1.8,
2023-08-11,20,221,22.0,0.0,
2023-08-11,21,221,21.9,0.0,
2023-08-11,22,221,21.9,0.0,
2023-08-11,23,221,21.7,0.0,
2023-08-12,0,221,21.7,0.2,
2023-08-12,1,221,21.7,0.1,
2023-08-12,2,221,21.6,0.0,
2023-08-12,3,221,21.5,0.2,
2023-08-12,4,221,21.5,0.4,
2023-08-12,5,221,21.4,0.0,
2023-08-12,6,221,21.5,0.0,
2023-08-12,7,221,21.8,0.0,
2023-08-12,8,221,22.7,0.0,
2023-08-12,9,221,23.5,0.0,
2023-08-12,10,221,23.4,0.0,
2023-08-12,11,221,23.9,0.0,
2023-08-12,12,221,24.7,0.0,
2023-08-12,13,221,24.5,0.0,
2023-08-12,14,221,24.9,0.0,
2023-08-12,15,221,23.5,0.0,
2023-08-12,16,221,23.0,0.0,
2023-08-12,17,221,23.5,0.0,
2023-08-12,18,221,23.7,0.0,
2023-08-12,19,221,23.3,0.0,
2023-08-12,20,221,22.8,0.0,
2023-08-12,21,221,22.0,0.0,
2023-08-12,22,221,22.0,0.0,
2023-08-12,23,221,21.7,0.0,
2023-08-13,0,221,21.7,0.0,
2023-08-13,1,221,21.9,0.0,
2023-08-13,2,221,21.4,0.0,
2023-08-13,3,221,20.7,0.0,
2023-08-13,4,221,20.4,0.0,
2023-08-13,5,221,20.1,0.0,
2023-08-13,6,221,20.3,0.0,
2023-08-13,7,221,21.2,0.0,
2023-08-13,8,221,22.7,0.0,
2023-08-13,9,221,23.0,0.0,
2023-08-13,10,221,24.4,0.0,
2023-08-13,11,221,26.2,0.0,
2023-08-13,12,221,27.0,0.0,
2023-08-13,13,221,28.3,0.0,
2023-08-13,14,221,28.7,0.0,
2023-08-13,15,221,29.4,0.0,
2023-08-13,16,221,30.4,0.0,
2023-08-13,17,221,28.8,0.0,
2023-08-13,18,221,28.0,0.0,
2023-08-13,19,221,26.2,0.0,
2023-08-13,20,221,24.3,0.0,
2023-08-13,21,221,23.9,0.0,
2023-08-13,22,221,23.7,0.0,
2023-08-13,23,221,23.6,0.0,
2023-08-14,0,221,23.8,0.0,
2023-08-14,1,221,23.5,0.0,
2023-08-14,2,221,22.6,0.0,
2023-08-14,3,221,22.3,0.0,
2023-08-14,4,221,22.0,0.0,
2023-08-14,5,221,21.7,0.0,
2023-08-14,6,221,22.0,0.0,
2023-08-14,7,221,22.5,0.0,
2023-08-14,8,221,23.5,0.0,
2023-08-14,9,221,25.0,0.0,
2023-08-14,10,221,27.1,0.0,
2023-08-14,11,221,28.5,0.0,
2023-08-14,12,221,30.0,0.0,
2023-08-14,13,221,30.6,0.0,
2023-08-14,14,221,30.7,0.0,
2023-08-14,15,221,31.5,0.0,
2023-08-14,16,221,31.9,0.0,
2023-08-14,17,221,31.5,0.0,
2023-08-14,18,221,30.0,0.0,
2023-08-14,19,221,27.9,0.0,
2023-08-14,20,221,26.1,0.0,
2023-08-14,21,221,25.8,0.0,
2023-08-14,22,221,25.5,0.0,
2023-08-14,23,221,24.6,0.0,
2023-08-15,0,221,24.4,0.0,
2023-08-15,1,221,23.2,0.0,
2023-08-15,2,221,22.2,0.0,
2023-08-15,3,221,21.7,0.0,
2023-08-15,4,221,20.7,0.0,
2023-08-15,5,221,20.7,0.0,
2023-08-15,6,221,20.3,0.0,
2023-08-15,7,221,22.3,0.0,
2023-08-15,8,221,24.6,0.0,
2023-08-15,9,221,25.7,0.0,
2023-08-15,10,221,26.8,0.0,
2023-08-15,11,221,28.0,0.0,
2023-08-15,12,221,28.9,0.0,
2023-08-15,13,221,29.7,0.0,
2023-08-15,14,221,30.9,0.0,
2023-08-15,15,221,30.1,0.0,
2023-08-15,16,221,30.9,0.0,
2023-08-15,17,221,29.6,0.0,
2023-08-15,18,221,28.4,0.0,
2023-08-15,19,221,27.2,0.0,
2023-08-15,20,221,25.8,0.0,
2023-08-15,21,221,24.2,0.0,
2023-08-15,22,221,23.2,0.0,
2023-08-15,23,221,22.2,0.0,
2023-08-16,0,221,21.1,0.0,
2023-08-16,1,221,20.6,0.0,
2023-08-16,2,221,20.1,0.0,
2023-08-16,3,221,20.3,0.0,
2023-08-16,4,221,20.5,0.0,
2023-08-16,5,221,19.7,0.0,
2023-08-16,6,221,20.0,0.0,
2023-08-16,7,221,20.3,0.0,
2023-08-16,8,221,22.6,0.0,
2023-08-16,9,221,24.5,0.0,
2023-08-16,10,221,26.1,0.0,
2023-08-16,11,221,27.3,0.0,
2023-08-16,12,221,28.5,0.0,
2023-08-16,13,221,29.0,0.0,
2023-08-16,14,221,28.8,0.0,
2023-08-16,15,221,30.3,0.0,
2023-08-16,16,221,30.4,0.0,
2023-08-16,17,221,29.8,0.0,
2023-08-16,18,221,28.6,0.0,
2023-08-16,19,221,26.7,0.0,
2023-08-16,20,221,24.6,0.0,
2023-08-16,21,221,24.1,0.0,
2023-08-16,22,221,23.9,0.0,
2023-08-16,23,221,23.2,0.0,
2023-08-17,0,221,23.4,0.0,
2023-08-17,1,221,23.7,0.0,
2023-08-17,2,221,23.2,0.0,
2023-08-17,3,221,23.5,0.0,
2023-08-17,4,221,23.7,0.0,
2023-08-17,5,221,23.0,0.0,
2023-08-17,6,221,22.3,0.0,
2023-08-17,7,221,22.9,0.0,
2023-08-17,8,221,23.6,0.0,
2023-08-17,9,221,24.7,0.0,
2023-08-17,10,221,26.2,0.0,
2023-08-17,11,221,26.2,0.0,
2023-08-17,12,221,27.5,0.0,
2023-08-17,13,221,28.3,0.0,
2023-08-17,14,221,29.0,0.0,
2023-08-17,15,221,29.6,0.0,
2023-08-17,16,221,29.3,0.0,
2023-08-17,17,221,29.5,0.0,
2023-08-17,18,221,29.2,0.0,
2023-08-17,19,221,27.9,0.0,
2023-08-17,20,221,25.7,0.0,
2023-08-17,21,221,25.2,0.0,
2023-08-17,22,221,24.2,0.0,
2023-08-17,23,221,23.6,0.0,
2023-08-18,0,221,23.1,0.0,
2023-08-18,1,221,22.6,0.0,
2023-08-18,2,221,22.2,0.0,
2023-08-18,3,221,22.0,0.0,
2023-08-18,4,221,21.7,0.0,
2023-08-18,5,221,22.0,0.0,
2023-08-18,6,221,22.5,0.0,
2023-08-18,7,221,23.1,0.0,
2023-08-18,8,221,24.1,0.0,
2023-08-18,9,221,25.2,0.0,
2023-08-18,10,221,27.1,0.0,
2023-08-18,11,221,28.7,0.0,
2023-08-18,12,221,30.1,0.0,
2023-08-18,13,221,30.4,0.0,
2023-08-18,14,221,30.5,0.0,
2023-08-18,15,221,31.3,0.0,
2023-08-18,16,221,31.0,0.0,
2023-08-18,17,221,31.2,0.0,
2023-08-18,18,221,28.5,0.2,
2023-08-18,19,221,27.1,0.0,
2023-08-18,20,221,24.8,0.0,
2023-08-18,21,221,24.4,0.0,
2023-08-18,22,221,24.1,0.0,
2023-08-18,23,221,23.6,0.0,
2023-08-19,0,221,23.5,0.3,
2023-08-19,1,221,23.7,0.0,
2023-08-19,2,221,23.4,0.0,
2023-08-19,3,221,23.6,0.0,
2023-08-19,4,221,23.7,0.0,
2023-08-19,5,221,23.5,0.0,
2023-08-19,6,221,22.9,0.0,
2023-08-19,7,221,23.6,0.0,
2023-08-19,8,221,25.7,0.0,
2023-08-19,9,221,27.1,0.0,
2023-08-19,10,221,27.6,0.0,
2023-08-19,11,221,29.2,0.0,
2023-08-19,12,221,30.1,0.0,
2023-08-19,13,221,30.7,0.0,
2023-08-19,14,221,30.1,0.0,
2023-08-19,15,221,30.2,0.0,
2023-08-19,16,221,30.8,0.0,
2023-08-19,17,221,31.2,0.0,
2023-08-19,18,221,30.5,0.0,
2023-08-19,19,221,28.7,0.0,
2023-08-19,20,221,26.8,0.0,
2023-08-19,21,221,25.7,0.0,
2023-08-19,22,221,25.6,0.0,
2023-08-19,23,221,25.2,0.0,
2023-08-20,0,221,24.9,0.0,
2023-08-20,1,221,25.0,0.0,
2023-08-20,2,221,24.8,0.0,
2023-08-20,3,221,24.7,0.0,
2023-08-20,4,221,24.8,0.0,
2023-08-20,5,221,24.6,0.0,
2023-08-20,6,221,24.5,0.0,
2023-08-20,7,221,24.9,0.0,
2023-08-20,8,221,25.5,0.0,
2023-08-20,9,221,26.5,0.0,
2023-08-20,10,221,27.2,0.0,
2023-08-20,11,221,29.2,0.0,
2023-08-20,12,221,30.5,0.0,
2023-08-20,13,221,31.1,0.0,
2023-08-20,14,221,32.2,0.0,
2023-08-20,15,221,32.1,0.0,
2023-08-20,16,221,30.9,0.0,
2023-08-20,17,221,30.7,0.0,
2023-08-20,18,221,30.7,0.0,
2023-08-20,19,221,28.6,0.0,
2023-08-20,20,221,24.5,0.0,
2023-08-20,21,221,24.6,0.0,
2023-08-20,22,221,23.9,0.0,
2023-08-20,23,221,23.2,0.0,
2023-08-21,0,221,22.9,0.0,
2023-08-21,1,221,22.8,0.0,
2023-08-21,2,221,22.8,0.0,
2023-08-21,3,221,23.1,0.0,
2023-08-21,4,221,22.8,0.0,
2023-08-21,5,221,22.7,0.0,
2023-08-21,6,221,22.8,0.0,
2023-08-21,7,221,23.4,0.0,
2023-08-21,8,221,24.4,0.0,
2023-08-21,9,221,26.0,0.0,
2023-08-21,10,221,27.1,0.0,
2023-08-21,11,221,27.8,0.0,
2023-08-21,12,221,29.3,0.0,
2023-08-21,13,221,31.6,0.0,
2023-08-21,14,221,31.6,0.0,
2023-08-21,15,221,31.3,0.0,
2023-08-21,16,221,32.0,0.0,
2023-08-21,17,221,30.8,0.0,
2023-08-21,18,221,30.2,0.0,
2023-08-21,19,221,28.0,0.0,
2023-08-21,20,221,26.3,0.0,
2023-08-21,21,221,25.3,0.0,
2023-08-21,22,221,24.6,0.0,
2023-08-21,23,221,24.5,0.0,
2023-08-22,0,221,23.9,0.0,
2023-08-22,1,221,23.7,0.0,
2023-08-22,2,221,23.5,0.0,
2023-08-22,3,221,22.8,0.0,
2023-08-22,4,221,22.4,0.0,
2023-08-22,5,221,22.1,0.0,
2023-08-22,6,221,21.8,0.0,
2023-08-22,7,221,23.1,0.0,
2023-08-22,8,221,25.2,0.0,
2023-08-22,9,221,27.0,0.0,
2023-08-22,10,221,28.9,0.0,
2023-08-22,11,221,29.9,0.0,
2023-08-22,12,221,29.9,0.0,
2023-08-22,13,221,30.8,0.0,
2023-08-22,14,221,30.7,0.0,
2023-08-22,15,221,30.1,0.0,
2023-08-22,16,221,30.4,0.0,
2023-08-22,17,221,30.0,0.0,
2023-08-22,18,221,28.6,0.0,
2023-08-22,19,221,27.3,0.0,
2023-08-22,20,221,27.2,0.0,
2023-08-22,21,221,26.6,0.0,
2023-08-22,22,221,25.2,0.1,
2023-08-22,23,221,25.3,0.1,
2023-08-23,0,221,24.1,0.0,
2023-08-23,1,221,24.0,0.0,
2023-08-23,2,221,24.2,0.0,
2023-08-23,3,221,23.8,0.0,
2023-08-23,4,221,23.4,0.0,
2023-08-23,5,221,23.4,0.0,
2023-08-23,6,221,23.6,0.0,
2023-08-23,7,221,24.2,0.0,
2023-08-23,8,221,26.2,0.0,
2023-08-23,9,221,27.2,0.0,
2023-08-23,10,221,28.1,0.0,
2023-08-23,11,221,28.2,0.0,
2023-08-23,12,221,29.1,0.0,
2023-08-23,13,221,29.7,0.0,
2023-08-23,14,221,30.2,0.0,
2023-08-23,15,221,31.7,0.0,
2023-08-23,16,221,30.0,0.0,
2023-08-23,17,221,29.0,0.0,
2023-08-23,18,221,25.0,3.0,
2023-08-23,19,221,24.6,3.0,
2023-08-23,20,221,23.8,26.9,
2023-08-23,21,221,22.7,0.0,
2023-08-23,22,221,22.2,0.2,
2023-08-23,23,221,21.6,0.0,
2023-08-24,0,221,21.1,0.9,
2023-08-24,1,221,21.1,0.2,
2023-08-24,2,221,21.0,0.1,
2023-08-24,3,221,21.0,0.0,
2023-08-24,4,221,21.1,0.0,
2023-08-24,5,221,21.1,0.0,
2023-08-24,6,221,20.8,12.2,
2023-08-24,7,221,21.2,19.8,
2023-08-24,8,221,21.8,0.3,
2023-08-24,9,221,22.0,0.0,
2023-08-24,10,221,22.7,0.2,
2023-08-24,11,221,23.6,0.0,
2023-08-24,12,221,24.7,0.2,
2023-08-24,13,221,25.1,0.0,
2023-08-24,14,221,26.2,0.0,
2023-08-24,15,221,25.4,0.0,
2023-08-24,16,221,24.3,0.2,
2023-08-24,17,221,24.0,2.0,
2023-08-24,18,221,23.9,0.0,
2023-08-24,19,221,23.8,0.0,
2023-08-24,20,221,23.6,0.0,
2023-08-24,21,221,23.7,0.0,
2023-08-24,22,221,23.2,0.0,
2023-08-24,23,221,23.2,0.0,
2023-08-25,0,221,23.2,0.6,
2023-08-25,1,221,23.0,1.6,
2023-08-25,2,221,22.9,0.6,
2023-08-25,3,221,22.9,0.0,
2023-08-25,4,221,23.0,1.1,
2023-08-25,5,221,23.0,0.0,
2023-08-25,6,221,22.6,0.0,
2023-08-25,7,221,22.6,0.0,
2023-08-25,8,221,23.7,0.0,
2023-08-25,9,221,24.9,0.0,
2023-08-25,10,221,25.8,0.0,
2023-08-25,11,221,26.1,0.0,
2023-08-25,12,221,26.6,0.0,
2023-08-25,13,221,27.9,0.0,
2023-08-25,14,221,27.8,0.0,
2023-08-25,15,221,29.0,0.0,
2023-08-25,16,221,28.4,0.0,
2023-08-25,17,221,28.0,0.0,
2023-08-25,18,221,27.1,0.0,
2023-08-25,19,221,25.2,0.0,
2023-08-25,20,221,23.4,0.0,
2023-08-25,21,221,22.9,0.0,
2023-08-25,22,221,21.4,0.0,
2023-08-25,23,221,21.2,0.0,
2023-08-26,0,221,20.8,0.0,
2023-08-26,1,221,20.2,0.0,
2023-08-26,2,221,19.8,0.0,
2023-08-26,3,221,19.9,0.0,
2023-08-26,4,221,19.6,0.0,
2023-08-26,5,221,20.2,0.0,
2023-08-26,6,221,20.3,0.0,
2023-08-26,7,221,20.8,0.0,
2023-08-26,8,221,22.1,0.0,
2023-08-26,9,221,23.2,0.0,
2023-08-26,10,221,25.2,0.0,
2023-08-26,11,221,26.0,0.0,
2023-08-26,12,221,27.4,0.0,
2023-08-26,13,221,29.1,0.0,
2023-08-26,14,221,28.3,0.0,
2023-08-26,15,221,29.7,0.0,
2023-08-26,16,221,29.6,0.0,
2023-08-26,17,221,28.7,0.0,
2023-08-26,18,221,27.2,0.0,
2023-08-26,19,221,25.6,0.0,
2023-08-26,20,221,23.7,0.0,
2023-08-26,21,221,22.7,0.0,
2023-08-26,22,221,22.4,0.0,
2023-08-26,23,221,22.0,0.0,
2023-08-27,0,221,21.6,0.0,
2023-08-27,1,221,21.1,0.0,
2023-08-27,2,221,20.7,0.0,
2023-08-27,3,221,20.8,0.0,
2023-08-27,4,221,20.4,0.0,
2023-08-27,5,221,19.9,0.0,
2023-08-27,6,221,19.3,0.0,
2023-08-27,7,221,20.4,0.0,
2023-08-27,8,221,22.3,0.0,
2023-08-27,9,221,24.5,0.0,
2023-08-27,10,221,25.0,0.0,
2023-08-27,11,221,26.2,0.0,
2023-08-27,12,221,27.7,0.0,
2023-08-27,13,221,28.1,0.0,
2023-08-27,14,221,28.6,0.0,
2023-08-27,15,221,28.6,0.0,
2023-08-27,16,221,28.1,0.0,
2023-08-27,17,221,27.3,0.0,
2023-08-27,18,221,26.1,0.0,
2023-08-27,19,221,24.9,0.0,
2023-08-27,20,221,24.6,0.0,
2023-08-27,21,221,24.1,0.0,
2023-08-27,22,221,23.2,0.0,
2023-08-27,23,221,22.2,0.0,
2023-08-28,0,221,21.8,0.0,
2023-08-28,1,221,21.8,0.0,
2023-08-28,2,221,21.4,0.0,
2023-08-28,3,221,21.4,0.0,
2023-08-28,4,221,21.3,0.0,
2023-08-28,5,221,21.0,0.0,
2023-08-28,6,221,21.4,0.0,
2023-08-28,7,221,21.2,0.0,
2023-08-28,8,221,22.9,0.0,
2023-08-28,9,221,23.9,0.0,
2023-08-28,10,221,25.0,0.0,
2023-08-28,11,221,25.6,0.0,
2023-08-28,12,221,26.4,0.0,
2023-08-28,13,221,26.6,0.0,
2023-08-28,14,221,26.3,0.0,
2023-08-28,15,221,26.1,0.0,
2023-08-28,16,221,25.4,0.0,
2023-08-28,17,221,24.3,0.0,
2023-08-28,18,221,24.5,0.0,
2023-08-28,19,221,24.1,0.0,
2023-08-28,20,221,24.1,0.0,
2023-08-28,21,221,23.7,0.0,
2023-08-28,22,221,23.8,0.0,
2023-08-28,23,221,23.6,0.0,
2023-08-29,0,221,23.2,0.0,
2023-08-29,1,221,22.8,0.0,
2023-08-29,2,221,22.5,0.0,
2023-08-29,3,221,23.4,0.0,
2023-08-29,4,221,23.6,0.0,
2023-08-29,5,221,24.1,0.0,
2023-08-29,6,221,23.5,0.0,
2023-08-29,7,221,24.5,0.1,
2023-08-29,8,221,25.8,0.0,
2023-08-29,9,221,26.0,0.0,
2023-08-29,10,221,26.1,0.0,
2023-08-29,11,221,26.7,0.0,
2023-08-29,12,221,26.2,0.0,
2023-08-29,13,221,26.7,0.0,
2023-08-29,14,221,24.7,6.3,
2023-08-29,15,221,25.0,0.7,
2023-08-29,16,221,25.4,0.0,
2023-08-29,17,221,25.0,0.8,
2023-08-29,18,221,24.3,1.0,
2023-08-29,19,221,24.0,2.5,
2023-08-29,20,221,23.9,0.3,
2023-08-29,21,221,23.0,0.0,
2023-08-29,22,221,22.2,0.0,
2023-08-29,23,221,21.7,0.0,
2023-08-30,0,221,21.3,0.0,
2023-08-30,1,221,20.7,0.0,
2023-08-30,2,221,20.5,0.0,
2023-08-30,3,221,20.3,0.0,
2023-08-30,4,221,20.3,0.0,
2023-08-30,5,221,20.1,0.0,
2023-08-30,6,221,20.2,0.0,
2023-08-30,7,221,20.5,0.0,
2023-08-30,8,221,21.0,0.0,
2023-08-30,9,221,20.9,0.2,
2023-08-30,10,221,21.0,1.9,
2023-08-30,11,221,21.2,1.4,
2023-08-30,12,221,21.6,0.6,
2023-08-30,13,221,21.9,0.4,
2023-08-30,14,221,21.2,3.2,
2023-08-30,15,221,21.2,5.2,
2023-08-30,16,221,20.9,0.9,
2023-08-30,17,221,20.4,9.8,
2023-08-30,18,221,20.0,13.3,
2023-08-30,19,221,20.3,0.9,
2023-08-30,20,221,19.4,6.4,
2023-08-30,21,221,19.0,3.5,
2023-08-30,22,221,19.0,1.3,
2023-08-30,23,221,19.1,0.0,
2023-08-31,0,221,19.1,0.0,
2023-08-31,1,221,19.1,0.0,
2023-08-31,2,221,18.8,0.0,
2023-08-31,3,221,18.9,0.0,
2023-08-31,4,221,18.6,0.0,
2023-08-31,5,221,18.7,0.0,
2023-08-31,6,221,18.8,0.0,
2023-08-31,7,221,19.1,0.0,
2023-08-31,8,221,19.7,0.0,
2023-08-31,9,221,20.3,0.0,
2023-08-31,10,221,21.9,0.0,
2023-08-31,11,221,22.2,0.0,
2023-08-31,12,221,23.4,0.0,
2023-08-31,13,221,24.2,0.0,
2023-08-31,14,221,24.8,0.0,
2023-08-31,15,221,25.1,0.0,
2023-08-31,16,221,25.5,0.0,
2023-08-31,17,221,25.1,0.0,
2023-08-31,18,221,24.4,0.0,
2023-08-31,19,221,21.1,0.0,
2023-08-31,20,221,19.6,0.0,
2023-08-31,21,221,18.8,0.0,
2023-08-31,22,221,18.0,0.0,
2023-08-31,23,221,17.5,0.0,
2023-06-01,0,127,18.8,0.0,
2023-06-01,1,127,18.0,0.0,
2023-06-01,2,127,17.1,0.0,
2023-06-01,3,127,17.4,0.0,
2023-06-01,4,127,16.5,0.0,
2023-06-01,5,127,16.0,0.0,
2023-06-01,6,127,17.1,0.0,
2023-06-01,7,127,18.1,0.0,
2023-06-01,8,127,19.7,0.0,
2023-06-01,9,127,20.8,0.0,
2023-06-01,10,127,22.7,0.0,
2023-06-01,11,127,23.6,0.0,
2023-06-01,12,127,25.5,0.0,
2023-06-01,13,127,26.1,0.0,
2023-06-01,14,127,27.2,0.0,
2023-06-01,15,127,26.7,0.0,
2023-06-01,16,127,26.8,0.0,
2023-06-01,17,127,26.3,0.0,
2023-06-01,18,127,25.0,0.0,
2023-06-01,19,127,24.3,0.0,
2023-06-01,20,127,22.6,0.0,
2023-06-01,21,127,20.6,0.0,
2023-06-01,22,127,20.7,0.0,
2023-06-01,23,127,21.4,0.0,
2023-06-02,0,127,22.0,0.0,
2023-06-02,1,127,21.7,0.0,
2023-06-02,2,127,21.5,0.0,
2023-06-02,3,127,21.2,0.0,
2023-06-02,4,127,20.7,0.0,
2023-06-02,5,127,20.2,0.0,
2023-06-02,6,127,20.1,0.0,
2023-06-02,7,127,20.3,0.0,
2023-06-02,8,127,20.6,0.0,
2023-06-02,9,127,22.4,0.0,
2023-06-02,10,127,22.4,0.0,
2023-06-02,11,127,24.2,0.0,
2023-06-02,12,127,24.1,0.0,
2023-06-02,13,127,26.0,0.0,
2023-06-02,14,127,26.8,0.0,
2023-06-02,15,127,26.1,0.0,
2023-06-02,16,127,25.9,0.0,
2023-06-02,17,127,25.1,0.0,
2023-06-02,18,127,24.5,0.0,
2023-06-02,19,127,23.3,0.0,
2023-06-02,20,127,22.6,0.0,
2023-06-02,21,127,21.8,0.0,
2023-06-02,22,127,20.7,0.0,
2023-06-02,23,127,20.1,0.0,
2023-06-03,0,127,18.3,0.0,
2023-06-03,1,127,17.3,0.0,
2023-06-03,2,127,16.5,0.0,
2023-06-03,3,127,17.0,0.0,
2023-06-03,4,127,16.1,0.0,
2023-06-03,5,127,15.3,0.0,
2023-06-03,6,127,15.6,0.0,
2023-06-03,7,127,17.2,0.0,
2023-06-03,8,127,18.2,0.0,
2023-06-03,9,127,19.4,0.0,
2023-06-03,10,127,21.7,0.0,
2023-06-03,11,127,23.6,0.0,
2023-06-03,12,127,26.1,0.0,
2023-06-03,13,127,26.4,0.0,
2023-06-03,14,127,27.5,0.0,
2023-06-03,15,127,28.1,0.0,
2023-06-03,16,127,27.8,0.0,
2023-06-03,17,127,27.3,0.0,
2023-06-03,18,127,26.2,0.0,
2023-06-03,19,127,24.7,0.0,
2023-06-03,20,127,23.0,0.0,
2023-06-03,21,127,22.1,0.0,
2023-06-03,22,127,21.3,0.0,
2023-06-03,23,127,17.1,0.0,
2023-06-04,0,127,16.0,0.0,
2023-06-04,1,127,15.0,0.0,
2023-06-04,2,127,14.0,0.0,
2023-06-04,3,127,14.3,0.0,
2023-06-04,4,127,13.5,0.0,
2023-06-04,5,127,12.5,0.0,
2023-06-04,6,127,13.0,0.0,
2023-06-04,7,127,16.0,0.0,
2023-06-04,8,127,19.0,0.0,
2023-06-04,9,127,20.5,0.0,
2023-06-04,10,127,21.5,0.0,
2023-06-04,11,127,23.3,0.0,
2023-06-04,12,127,25.4,0.0,
2023-06-04,13,127,27.2,0.0,
2023-06-04,14,127,27.7,0.0,
2023-06-04,15,127,27.1,0.0,
2023-06-04,16,127,28.2,0.0,
2023-06-04,17,127,26.9,0.0,
2023-06-04,18,127,26.7,0.0,
2023-06-04,19,127,25.6,0.0,
2023-06-04,20,127,21.8,0.0,
2023-06-04,21,127,19.8,0.0,
2023-06-04,22,127,18.7,0.0,
2023-06-04,23,127,18.3,0.0,
2023-06-05,0,127,18.2,0.0,
2023-06-05,1,127,17.3,0.0,
2023-06-05,2,127,16.6,0.0,
2023-06-05,3,127,15.3,0.0,
2023-06-05,4,127,14.8,0.0,
2023-06-05,5,127,13.6,0.0,
2023-06-05,6,127,14.1,0.0,
2023-06-05,7,127,17.5,0.0,
2023-06-05,8,127,18.6,0.0,
2023-06-05,9,127,21.2,0.0,
2023-06-05,10,127,22.2,0.0,
2023-06-05,11,127,23.4,0.0,
2023-06-05,12,127,24.6,0.0,
2023-06-05,13,127,25.8,0.0,
2023-06-05,14,127,25.7,0.0,
2023-06-05,15,127,25.2,0.0,
2023-06-05,16,127,26.1,0.0,
2023-06-05,17,127,25.7,0.0,
2023-06-05,18,127,25.0,0.0,
2023-06-05,19,127,23.8,0.0,
2023-06-05,20,127,22.3,0.0,
2023-06-05,21,127,21.2,0.0,
2023-06-05,22,127,19.2,0.0,
2023-06-05,23,127,18.1,0.0,
2023-06-06,0,127,17.1,0.0,
2023-06-06,1,127,15.5,0.0,
2023-06-06,2,127,15.2,0.0,
2023-06-06,3,127,15.6,0.0,
2023-06-06,4,127,15.1,0.0,
2023-06-06,5,127,14.6,0.0,
2023-06-06,6,127,14.8,0.0,
2023-06-06,7,127,17.2,0.0,
2023-06-06,8,127,18.8,0.0,
2023-06-06,9,127,21.0,0.0,
2023-06-06,10,127,22.2,0.0,
2023-06-06,11,127,22.8,0.0,
2023-06-06,12,127,23.3,0.0,
2023-06-06,13,127,25.3,0.0,
2023-06-06,14,127,24.3,0.0,
2023-06-06,15,127,26.7,0.0,
2023-06-06,16,127,26.7,0.0,
2023-06-06,17,127,25.7,0.0,
2023-06-06,18,127,25.1,0.0,
2023-06-06,19,127,24.1,0.0,
2023-06-06,20,127,22.6,0.0,
2023-06-06,21,127,21.6,0.0,
2023-06-06,22,127,21.1,0.0,
2023-06-06,23,127,20.5,0.0,
2023-06-07,0,127,18.7,0.0,
2023-06-07,1,127,18.7,0.0,
2023-06-07,2,127,18.7,0.0,
2023-06-07,3,127,18.3,0.0,
2023-06-07,4,127,18.2,0.0,
2023-06-07,5,127,18.1,0.0,
2023-06-07,6,127,18.2,0.0,
2023-06-07,7,127,18.6,0.0,
2023-06-07,8,127,19.0,0.0,
2023-06-07,9,127,19.4,0.0,
2023-06-07,10,127,20.0,0.0,
2023-06-07,11,127,20.5,0.0,
2023-06-07,12,127,22.1,0.0,
2023-06-07,13,127,23.2,0.0,
2023-06-07,14,127,24.0,0.0,
2023-06-07,15,127,24.6,0.0,
2023-06-07,16,127,24.4,0.0,
2023-06-07,17,127,24.6,0.0,
2023-06-07,18,127,24.6,0.0,
2023-06-07,19,127,23.6,0.0,
2023-06-07,20,127,22.0,0.0,
2023-06-07,21,127,20.8,0.0,
2023-06-07,22,127,20.2,0.0,
2023-06-07,23,127,19.7,0.0,
2023-06-08,0,127,19.1,0.0,
2023-06-08,1,127,18.8,0.0,
2023-06-08,2,127,18.4,0.0,
2023-06-08,3,127,18.7,0.0,
2023-06-08,4,127,17.7,0.0,
2023-06-08,5,127,17.4,0.0,
2023-06-08,6,127,18.0,0.0,
2023-06-08,7,127,19.2,0.0,
2023-06-08,8,127,20.3,0.0,
2023-06-08,9,127,22.2,0.0,
2023-06-08,10,127,24.1,0.0,
2023-06-08,11,127,26.2,0.0,
2023-06-08,12,127,27.3,0.0,
2023-06-08,13,127,27.8,0.0,
2023-06-08,14,127,27.0,0.0,
2023-06-08,15,127,26.6,0.0,
2023-06-08,16,127,25.8,0.0,
2023-06-08,17,127,24.6,0.0,
2023-06-08,18,127,25.1,0.0,
2023-06-08,19,127,24.3,0.0,
2023-06-08,20,127,23.0,0.0,
2023-06-08,21,127,22.6,0.0,
2023-06-08,22,127,22.7,0.0,
2023-06-08,23,127,22.2,0.0,
2023-06-09,0,127,21.2,0.0,
